MobileId,priceRange,processor,display,primarycamera,battery,frontcamera
Ziox Z214 2016_january,1049,Quad core,"2.4"" (6.1 cm)",0.3 MP,1200 mAh,0.3 MP
Xillion XOne V200 2015_october,4500,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Adcom X21 Elegance 2015_august,1099,Dual core,"2.4"" (6.1 cm)",0.3 MP,1200 mAh,0.3 MP
Spice Power 5511 2015_july,1399,Dual core,"1.8"" (4.57 cm)",0.3 MP,1800 mAh,0.3 MP
Intex Aqua Y2 Remote 2015_february,5290,Dual core,"4.0"" (10.16 cm)",5 MP,1500 mAh,2 MP
Salora Njoy X E4 2015_january,2799,Dual core,"4.0"" (10.16 cm)",3.2 MP,2000 mAh,1.3 MP
i-smart IS-305 Shadow K1 2015_january,2969,Dual core,"3.5"" (8.89 cm)",2 MP,1800 mAh,1.3 MP
Xccess Bold X200 2015_january,1199,Dual core,"2.4"" (6.1 cm)",1.3 MP,1000 mAh,1.3 MP
i-smart IS-402 Gravity X2 2014_december,3739,Dual core,"4.0"" (10.16 cm)",3.2 MP,1800 mAh,1.3 MP
Bravura pWerus 82 2014_august,18399,Quad core,"5.0"" (12.7 cm)",13 MP,1830 mAh,5 MP
Zync C22 2013_january,1249,Quad core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,5 MP
Micromax X230 2011_january,1499,Quad core,"2.00"" (5.08 cm)",0.3 MP,1200 mAh,5 MP
Vsun V3C 2016_january,2999,Dual core,"4.0"" (10.16 cm)",8 MP,1400 mAh,0.3 MP
Intex Cloud Swing 2015_november,3100,Single core,"4.0"" (10.16 cm)",0.3 MP,1400 mAh,0.3 MP
Videocon V1552 2015_august,1010,Single core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,0.3 MP
i-smart IS 302i Extra 2015_july,1429,Single core,"2.8"" (7.11 cm)",1.3 MP,3000 mAh,0.3 MP
Nuvo Green ND45 2015_may,3800,Dual core,"4.5"" (11.43 cm)",2 MP,1600 mAh,0.3 MP
Karbonn K98 2015_january,1373,Dual core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,0.3 MP
Nuvo Blue ND40 2014_december,3200,Dual core,"4.0"" (10.16 cm)",2 MP,1350 mAh,0.3 MP
Salora Addy KP11 2014_november,1899,Dual core,"3.5"" (8.89 cm)",2 MP,1800 mAh,1.3 MP
Karbonn A40 2014_july,3699,Dual core,"5.0"" (12.7 cm)",5 MP,1700 mAh,0.3 MP
iBall Andi 3.5KKe Glory 2014_february,3925,Dual core,"3.5"" (8.89 cm)",2 MP,1350 mAh,0.3 MP
Lava Iris 402 Plus 2013_december,5150,Dual core,"3.5"" (8.89 cm)",2 MP,1350 mAh,0.3 MP
Zen Ultrafone 303 Power 2013_december,3099,Dual core,"4.0"" (10.16 cm)",5 MP,1500 mAh,1.3 MP
Celkon A15 Campus 2013_october,3899,Dual core,"3.5"" (8.89 cm)",3.2 MP,1400 mAh,0.3 MP
Karbonn A11 Plus 2013_august,4990,Dual core,"4.7"" (11.94 cm)",3.2 MP,1450 mAh,0.3 MP
iBall Andi 4DI 2013_july,6399,Dual core,"4"" (10.16 cm)",5 MP,1700 mAh,0.3 MP
Intex Aqua Active 2013_april,2999,Dual core,"3.5"" (8.89 cm)",3 MP,2100 mAh,0.3 MP
Karbonn K45 Mighty 2012_may,50000,Dual core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,0.3 MP
Micromax X313 2010_may,1995,Dual core,"1.8"" (4.57 cm)",1.3 MP,750 mAh,0.3 MP
Motorola Moto ROKR EM325 2009_june,6056,Dual core,"1.8"" (4.57 cm)",1.3 MP,780 mAh,0.3 MP
Nokia 2680 Slider 2008_september,5679,Dual core,"1.8"" (4.57 cm)",0.3 MP,780 mAh,0.3 MP
Kestrel KM 451 2014_december,2999,Dual core,"4.5"" (11.43 cm)",5 MP,1750 mAh,0.3 MP
Karbonn Smart A55i 2014_october,3200,Dual core,"3.5"" (8.89 cm)",3 MP,1100 mAh,0.3 MP
Karbonn Titanium S99 2014_june,8500,Quad core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
Spice Buddy 300 2014_june,2599,Quad core,"3.5"" (8.89 cm)",2 MP,1400 mAh,1.3 MP
iBall Andi 4.5 K6 2014_january,8500,Dual core,"4.5"" (11.43 cm)",8 MP,1600 mAh,0.3 MP
Intex Power Plus 2013_november,6999,Dual core,"2.2"" (5.59 cm)",1.3 MP,1600 mAh,0.3 MP
Micromax X099i 2013_september,1840,Dual core,"1.76"" (4.47 cm)",0.3 MP,900 mAh,0.3 MP
Swingtel TigerTab 2013_may,4999,Quad core,"4.7"" (11.94 cm)",5 MP,2050 mAh,0.3 MP
Videocon A22 2013_april,2999,Quad core,"3.5"" (8.89 cm)",3 MP,1500 mAh,0.3 MP
Sony Ericsson K510i 2006_february,5679,Quad core,"3.5"" (8.89 cm)",1.3 MP,1500 mAh,0.3 MP
Celkon Campus Q405 2015_may,2999,Quad core,"4.0"" (10.16 cm)",3.2 MP,1500 mAh,1.3 MP
OptimaSmart OPS-50Q 2015_march,4505,Quad core,"5.0"" (12.7 cm)",8 MP,2200 mAh,2 MP
OptimaSmart OPS-35D 2014_november,2699,Dual core,"3.5"" (8.89 cm)",2 MP,1500 mAh,0.3 MP
Celkon Campus Crown Q40 2014_october,5020,Dual core,"4.0"" (10.16 cm)",5 MP,1500 mAh,1.3 MP
Adcom A35 2014_september,2199,Dual core,"3.5"" (8.89 cm)",2 MP,1400 mAh,1.3 MP
Alcatel One Touch Pop C2 2014_august,3999,Dual core,"4.0"" (10.16 cm)",3 MP,1300 mAh,1.3 MP
Karbonn A90S 2014_july,2880,Dual core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
Spice Boss Chocolate M-5373 2014_april,1750,Dual core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,0.3 MP
Spice Smart Flo Mettle 4X Mi-426 2013_december,4800,Dual core,"4.0"" (10.16 cm)",3.2 MP,1450 mAh,1.3 MP
Rage Magic 35 2013_november,2599,Dual core,"3.5"" (8.89 cm)",3.2 MP,1300 mAh,1.3 MP
XOLO Q600 2013_july,8999,Quad core,"4.5"" (11.43 cm)",5 MP,2000 mAh,0.3 MP
Trio T4 2015_february,1599,Quad core,"1.8"" (4.57 cm)",1.3 MP,1000 mAh,0.3 MP
Videocon Infinium Z40 Lite 2015_january,3400,Single core,"4.0"" (10.16 cm)",3.2 MP,1450 mAh,0.3 MP
T-Series String SG81 2014_december,1300,Single core,"2.4"" (6.1 cm)",1.3 MP,1450 mAh,0.3 MP
Celkon Campus A125 2014_april,6170,Dual core,"4.5"" (11.43 cm)",5 MP,2000 mAh,1.3 MP
Rage Freedom 2014_january,3506,Dual core,"2.4"" (6.1 cm)",1.3 MP,2000 mAh,1.3 MP
OptimaSmart OPS-41D 2014_january,2255,Dual core,"3.5"" (8.89 cm)",2 MP,1350 mAh,1.3 MP
Spice Smart Flo Mettle 3.5X Mi-356 2014_january,3454,Dual core,"3.5"" (8.89 cm)",2 MP,1500 mAh,0.3 MP
iBall Andi 4.5z 2013_october,6360,Dual core,"4.5"" (11.43 cm)",8 MP,1700 mAh,0.3 MP
Celkon A10 Campus 2013_august,3999,Dual core,"3.5"" (8.89 cm)",1.3 MP,1500 mAh,0.3 MP
Karbonn K62 Plus 2014_january,2690,Dual core,"3.0"" (7.62 cm)",1.3 MP,1050 mAh,0.3 MP
i-smart 52i Shadow K2 2015_june,2970,Single core,"3.5"" (8.89 cm)",3.2 MP,1800 mAh,1.3 MP
T-Series Duet T10 2015_february,1099,Single core,"1.77"" (4.5 cm)",0.3 MP,1050 mAh,1.3 MP
Videocon Infinium Z40 Quad 2014_september,3800,Quad core,"4.0"" (10.16 cm)",5 MP,1400 mAh,3.2 MP
Atom Ultimus 2014_february,10499,Quad core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Maxx MT616 Zippy 2012_march,3373,Quad core,"3.2"" (8.13 cm)",1.3 MP,1000 mAh,5 MP
Sony Ericsson Mix Walkman 2011_august,8493,Quad core,"3"" (7.62 cm)",3.2 MP,1000 mAh,5 MP
Nokia 5500 Sport 2006_may,7599,Quad core,"3"" (7.62 cm)",2 MP,1000 mAh,5 MP
Devante Thunder 4.0 2014_june,3299,Quad core,"3.5"" (8.89 cm)",3.2 MP,1400 mAh,1.3 MP
iBall Andi4 IPS Tiger 2014_may,3450,Quad core,"4.0"" (10.16 cm)",5 MP,1300 mAh,0.3 MP
Spice Flo Sleek M-5915 2013_july,1600,Quad core,"3.5"" (8.89 cm)",1.3 MP,1100 mAh,0.3 MP
Nokia 6303 Classic 2009_may,6435,Quad core,"2.2"" (5.59 cm)",3.2 MP,1050 mAh,0.3 MP
Sony Ericsson S500i 2007_january,8499,Quad core,"2"" (5.08 cm)",2 MP,930 mAh,0.3 MP
Xillion XOne S300 2015_october,3599,Dual core,"4.0"" (10.16 cm)",3.2 MP,1600 mAh,1.3 MP
Spice Boss M-5358 2015_may,1600,Dual core,"2.4"" (6.1 cm)",1.3 MP,1000 mAh,1.3 MP
i-smart IS-301i Elite 2015_february,1320,Dual core,"1.8"" (4.57 cm)",0.3 MP,1000 mAh,1.3 MP
i-smart IS 303 Buddy 2015_february,2035,Dual core,"3.5"" (8.89 cm)",1.3 MP,1400 mAh,1.3 MP
Spice Stellar 445 2014_july,5200,Quad core,"4.0"" (10.16 cm)",3.2 MP,1500 mAh,1.3 MP
Swingtel Superb 2013_march,7299,Dual core,"4.7"" (11.94 cm)",8 MP,1800 mAh,1.9 MP
Intex Star 2012_march,1750,Dual core,"2.6"" (6.6 cm)",1.3 MP,1450 mAh,1.9 MP
Mobell M570 2010_july,1499,Dual core,"2.2"" (5.59 cm)",2 MP,1500 mAh,1.9 MP
Mobell M235 2010_july,1049,Dual core,"1.8"" (4.57 cm)",2 MP,1800 mAh,1.9 MP
Mobell M660 2010_february,1999,Dual core,"2"" (5.08 cm)",2 MP,1500 mAh,1.9 MP
